datetime_utc,open,high,low,close,volume,session,date
2024-01-15 20:00:00,185.538,185.563,185.356,185.378,5707.94,late_ny_early_sydney,2024-01-15
2024-01-16 00:00:00,185.377,185.495,185.041,185.274,30146.8,late_sydney_early_asian,2024-01-16
2024-01-16 04:00:00,185.271,185.448,184.946,185.221,22387.239999999998,asian_early_london,2024-01-16
2024-01-16 08:00:00,185.22,185.496,184.991,185.391,46946.68,london,2024-01-16
2024-01-16 12:00:00,185.392,185.81,185.257,185.8,58953.68,london_ny_overlap,2024-01-16
2024-01-16 16:00:00,185.8,186.178,185.762,185.995,44988.020000000004,ny,2024-01-16
2024-01-16 20:00:00,185.993,186.13,185.778,186.08,11752.92,late_ny_early_sydney,2024-01-16
2024-01-17 00:00:00,186.08,186.344,185.874,185.911,27575.7,late_sydney_early_asian,2024-01-17
2024-01-17 04:00:00,185.911,187.187,185.865,187.148,32831.58,asian_early_london,2024-01-17
2024-01-17 08:00:00,187.149,187.522,186.849,187.4,43409.06,london,2024-01-17
2024-01-17 12:00:00,187.402,187.941,186.971,187.888,63551.72,london_ny_overlap,2024-01-17
2024-01-17 16:00:00,187.886,188.118,187.795,187.972,37931.4,ny,2024-01-17
2024-01-17 20:00:00,187.967,188.039,187.6,187.786,15433.52,late_ny_early_sydney,2024-01-17
2024-01-18 00:00:00,187.786,187.928,187.6,187.715,25963.4,late_sydney_early_asian,2024-01-18
2024-01-18 04:00:00,187.712,187.793,187.538,187.652,24127.08,asian_early_london,2024-01-18
2024-01-18 08:00:00,187.652,187.772,187.344,187.504,36560.71,london,2024-01-18
2024-01-18 12:00:00,187.5,187.864,187.308,187.777,59524.78,london_ny_overlap,2024-01-18
2024-01-18 16:00:00,187.78,188.142,187.749,188.034,32977.770000000004,ny,2024-01-18
2024-01-18 20:00:00,188.032,188.29,188.015,188.279,13033.74,late_ny_early_sydney,2024-01-18
2024-01-19 00:00:00,188.276,188.614,188.053,188.427,23563.35,late_sydney_early_asian,2024-01-19
2024-01-19 04:00:00,188.428,188.928,188.02,188.09,26460.32,asian_early_london,2024-01-19
2024-01-19 08:00:00,188.092,188.092,187.404,187.648,35614.47,london,2024-01-19
2024-01-19 12:00:00,187.648,188.106,187.605,187.783,47209.42,london_ny_overlap,2024-01-19
2024-01-19 16:00:00,187.781,188.177,187.656,188.147,29495.32,ny,2024-01-19
2024-01-19 20:00:00,188.147,188.234,188.069,188.182,6973.6,late_ny_early_sydney,2024-01-19
2024-01-21 20:00:00,187.937,188.364,187.837,188.102,6019.97,late_ny_early_sydney,2024-01-21
2024-01-22 00:00:00,188.103,188.242,187.753,188.035,26166.41,late_sydney_early_asian,2024-01-22
2024-01-22 04:00:00,188.036,188.384,187.962,188.048,22314.29,asian_early_london,2024-01-22
2024-01-22 08:00:00,188.05,188.26,187.93,188.016,28593.76,london,2024-01-22
2024-01-22 12:00:00,188.021,188.177,187.869,188.055,40984.75,london_ny_overlap,2024-01-22
2024-01-22 16:00:00,188.056,188.373,187.986,188.065,20988.82,ny,2024-01-22
2024-01-22 20:00:00,188.066,188.251,187.947,188.23,12257.21,late_ny_early_sydney,2024-01-22
2024-01-23 00:00:00,188.23,188.907,188.166,188.184,28900.399999999998,late_sydney_early_asian,2024-01-23
2024-01-23 04:00:00,188.187,188.706,187.329,188.051,47064.479999999996,asian_early_london,2024-01-23
2024-01-23 08:00:00,188.051,188.222,187.48,188.084,36599.09,london,2024-01-23
2024-01-23 12:00:00,188.08,188.244,187.871,188.055,45390.62,london_ny_overlap,2024-01-23
2024-01-23 16:00:00,188.053,188.186,187.925,188.144,23190.92,ny,2024-01-23
2024-01-23 20:00:00,188.144,188.293,187.985,188.137,15996.24,late_ny_early_sydney,2024-01-23
2024-01-24 00:00:00,188.134,188.154,187.637,187.651,22540.64,late_sydney_early_asian,2024-01-24
2024-01-24 04:00:00,187.651,187.951,187.62,187.754,21706.98,asian_early_london,2024-01-24
2024-01-24 08:00:00,187.758,188.468,187.452,187.933,39532.14,london,2024-01-24
2024-01-24 12:00:00,187.935,187.95,187.115,187.385,64099.149999999994,london_ny_overlap,2024-01-24
2024-01-24 16:00:00,187.387,187.854,187.337,187.773,31341.96,ny,2024-01-24
2024-01-24 20:00:00,187.772,187.812,187.418,187.694,13809.3,late_ny_early_sydney,2024-01-24
2024-01-25 00:00:00,187.69,187.841,187.597,187.703,23249.54,late_sydney_early_asian,2024-01-25
2024-01-25 04:00:00,187.703,188.019,187.647,188.008,18588.64,asian_early_london,2024-01-25
2024-01-25 08:00:00,188.007,188.186,187.685,187.822,29910.92,london,2024-01-25
2024-01-25 12:00:00,187.827,188.045,187.148,187.406,69908.13,london_ny_overlap,2024-01-25
2024-01-25 16:00:00,187.406,187.766,187.337,187.764,31928.21,ny,2024-01-25
2024-01-25 20:00:00,187.762,187.762,187.434,187.691,12370.05,late_ny_early_sydney,2024-01-25
2024-01-26 00:00:00,187.693,187.835,187.42,187.685,18570.4,late_sydney_early_asian,2024-01-26
2024-01-26 04:00:00,187.681,187.777,187.329,187.398,20109.17,asian_early_london,2024-01-26
2024-01-26 08:00:00,187.398,188.321,187.395,188.217,33751.82,london,2024-01-26
2024-01-26 12:00:00,188.217,188.556,187.97,188.384,53560.4,london_ny_overlap,2024-01-26
2024-01-26 16:00:00,188.389,188.395,188.011,188.148,20918.1,ny,2024-01-26
2024-01-26 20:00:00,188.15,188.174,188.037,188.162,6707.870000000001,late_ny_early_sydney,2024-01-26
2024-01-28 20:00:00,188.012,188.136,187.891,188.13,9203.029999999999,late_ny_early_sydney,2024-01-28
2024-01-29 00:00:00,188.126,188.285,188.047,188.164,18166.04,late_sydney_early_asian,2024-01-29
2024-01-29 04:00:00,188.161,188.166,187.826,187.862,17896.699999999997,asian_early_london,2024-01-29
2024-01-29 08:00:00,187.858,188.004,187.581,187.72,26969.34,london,2024-01-29
2024-01-29 12:00:00,187.723,188.016,187.106,187.199,32968.86,london_ny_overlap,2024-01-29
2024-01-29 16:00:00,187.199,187.396,187.128,187.389,19993.78,ny,2024-01-29
2024-01-29 20:00:00,187.392,187.504,187.22,187.478,17810.73,late_ny_early_sydney,2024-01-29
2024-01-30 00:00:00,187.476,187.508,187.171,187.3,17004.91,late_sydney_early_asian,2024-01-30
2024-01-30 04:00:00,187.299,187.308,186.76,186.906,19448.74,asian_early_london,2024-01-30
2024-01-30 08:00:00,186.908,187.211,186.626,186.844,31400.32,london,2024-01-30
2024-01-30 12:00:00,186.843,187.26,186.508,187.249,47235.97,london_ny_overlap,2024-01-30
